event_id,match_id,minute,second,team_name,player_name,event_type,xg,shot_outcome,shot_type,body_part,technique,play_pattern,x,y,end_x,end_y,end_z,is_goal
72596ffe-393e-4a75-82c6-5fb82ae36d4d,3754058,1,33,AFC Bournemouth,Junior Stanislas,Shot,0.02083787,Blocked,Open Play,Right Foot,Normal,Regular Play,107.1,26.6,109.7,30.1,,0
b2bae775-5dd8-45bf-9b84-191c7849f707,3754058,4,23,AFC Bournemouth,Joshua King,Shot,0.034461774,Blocked,Open Play,Right Foot,Normal,Regular Play,113.7,54.0,114.5,52.6,,0
7c4227e5-0759-4633-93ea-bbbe291bbd72,3754058,9,20,Leicester City,Riyad Mahrez,Shot,0.035480928,Off T,Open Play,Left Foot,Overhead Kick,Regular Play,115.7,50.5,120.0,43.3,3.6,0
8e3a6f10-64e4-49bf-a157-16b15b552713,3754058,13,11,AFC Bournemouth,Joshua King,Shot,0.38371146,Off T,Open Play,Head,Normal,From Throw In,113.9,38.6,120.0,46.0,1.2,0
3a5364b3-0b99-4271-a451-0a3033ad195d,3754058,25,47,Leicester City,José Leonardo Ulloa,Shot,0.036740057,Wayward,Open Play,Right Foot,Half Volley,From Free Kick,96.7,47.2,103.9,40.1,,0
1d66ec6b-17ea-418d-a390-b5b4ac0f8181,3754058,25,49,Leicester City,Jamie Vardy,Shot,0.5754278,Post,Open Play,Right Foot,Normal,From Free Kick,111.3,38.7,120.0,36.0,1.3,0
e766a3d8-8a5e-42d2-aea1-378af85d8c6b,3754058,32,14,AFC Bournemouth,Junior Stanislas,Shot,0.095997825,Off T,Open Play,Right Foot,Normal,From Throw In,112.6,28.7,120.0,48.0,5.3,0
373e52d0-06f0-44bd-b62c-0a4fe528c6b4,3754058,33,52,Leicester City,José Leonardo Ulloa,Shot,0.04725947,Off T,Open Play,Head,Normal,From Free Kick,112.1,32.8,120.0,48.3,1.0,0
77d83d42-ad31-42c6-a606-415f6ac199b8,3754058,36,57,AFC Bournemouth,Dan Gosling,Shot,0.25644818,Off T,Open Play,Right Foot,Normal,From Free Kick,108.4,43.0,120.0,41.4,4.9,0
12ab3780-190a-477f-b832-8c612d0fd5b0,3754058,37,43,Leicester City,Jamie Vardy,Shot,0.1119732,Wayward,Open Play,Left Foot,Normal,From Goal Kick,114.2,27.2,119.2,50.5,,0
75d2cbc8-05fb-4749-867b-2bf99fada8ff,3754058,50,11,Leicester City,Jamie Vardy,Shot,0.094897345,Saved,Open Play,Right Foot,Normal,Regular Play,100.4,33.3,116.1,41.6,0.2,0
30c759a1-d45c-497c-b50e-c5573107122b,3754058,50,55,Leicester City,Wes Morgan,Shot,0.64057934,Off T,Open Play,Left Foot,Volley,From Corner,117.3,39.5,120.0,41.5,6.1,0
f4be3b30-a789-4f02-8f16-ee9547c719cb,3754058,58,11,Leicester City,Riyad Mahrez,Shot,0.7835,Saved,Penalty,Left Foot,Normal,Other,108.4,40.2,118.9,43.0,0.9,0
7c27fea2-e387-423b-ae7b-cd60be0ec1e7,3754058,63,4,AFC Bournemouth,Adam Smith,Shot,0.022849003,Blocked,Open Play,Right Foot,Normal,From Throw In,87.6,45.6,99.6,41.3,,0
a5cc0f8a-6054-492f-afe3-c2574db1eda9,3754058,63,9,AFC Bournemouth,Junior Stanislas,Shot,0.054560155,Blocked,Open Play,Right Foot,Normal,From Throw In,101.4,29.4,104.1,31.5,,0
0eceba7b-61d4-4f2e-b1c9-6a73eee0162e,3754058,63,48,AFC Bournemouth,Adam Smith,Shot,0.01612113,Blocked,Open Play,Right Foot,Normal,From Corner,88.5,47.4,94.3,46.2,,0
e22f90a1-9494-4a0e-9a82-450d81070063,3754058,65,43,Leicester City,N''Golo Kanté,Shot,0.0250954,Off T,Open Play,Right Foot,Volley,From Corner,97.0,32.9,120.0,43.1,7.5,0
a9326c0b-1e10-43f1-8d0d-de63ca8a6114,3754058,69,9,Leicester City,Robert Huth,Shot,0.05736443,Saved,Open Play,Head,Normal,From Throw In,114.3,30.0,118.9,36.0,0.9,0
24f7f6d4-bbb0-45da-8414-2cb58af7d8f4,3754058,69,41,AFC Bournemouth,Charlie Daniels,Shot,0.008613406,Off T,Open Play,Left Foot,Half Volley,Regular Play,98.5,18.0,120.0,33.2,1.1,0
ca9b925c-13c5-4a4c-bcbb-d5c48ed89d91,3754058,73,42,Leicester City,Shinji Okazaki,Shot,0.039429333,Off T,Open Play,Left Foot,Volley,Regular Play,103.7,26.3,120.0,49.2,0.2,0
7db239ff-9ff2-4e31-bb58-acb3a1cba52e,3754058,75,36,Leicester City,N''Golo Kanté,Shot,0.24525318,Off T,Open Play,Left Foot,Normal,From Throw In,109.7,43.2,120.0,19.2,0.0,0
3ca8bc18-6083-4d5a-afc1-4dc20de42e43,3754058,79,52,AFC Bournemouth,Dan Gosling,Shot,0.042901754,Blocked,Open Play,Left Foot,Normal,Regular Play,103.0,50.4,103.9,49.8,,0
ae5dfce5-95e6-47b1-b2e3-abc11d7d59f2,3754058,82,59,Leicester City,Jamie Vardy,Shot,0.012095166,Off T,Open Play,Head,Normal,From Corner,116.3,53.9,120.0,34.6,0.2,0
39ba03e1-5445-4735-a38e-c0b8330d9883,3754058,85,0,Leicester City,N''Golo Kanté,Shot,0.023959583,Blocked,Open Play,Right Foot,Normal,Regular Play,99.2,23.6,104.0,28.2,,0
4a791b58-400d-412b-89e9-7d6a8dc6d454,3754058,85,9,Leicester City,Danny Drinkwater,Shot,0.044721026,Off T,Open Play,Left Foot,Half Volley,Regular Play,99.3,37.5,120.0,48.0,0.0,0
a2904741-25d0-4824-aa20-1aed74d26389,3754058,88,18,Leicester City,Riyad Mahrez,Shot,0.028252145,Blocked,Open Play,Left Foot,Normal,From Free Kick,91.1,41.6,102.8,41.4,,0
0deef0c6-856b-469c-bfaa-15264d794cd2,3754058,88,44,Leicester City,N''Golo Kanté,Shot,0.020842131,Off T,Open Play,Right Foot,Normal,From Corner,96.0,26.8,120.0,48.2,1.2,0
9df6670f-397b-46f1-ae04-5284d61ecdad,3754245,10,40,Sunderland,Lee Cattermole,Shot,0.047938,Blocked,Open Play,Right Foot,Half Volley,Regular Play,98.0,42.4,112.7,37.5,,0
8841291a-3cf9-4b83-9f1e-8249f5e2c3ce,3754245,10,46,Sunderland,Steven Fletcher,Shot,0.18338391,Blocked,Open Play,Right Foot,Half Volley,Regular Play,112.9,49.2,113.7,47.6,,0
d3772dd6-6eea-455c-8730-2440db142ee3,3754245,11,15,Sunderland,Billy Jones,Shot,0.0682529,Blocked,Open Play,Left Foot,Half Volley,From Corner,116.2,46.9,116.6,46.1,,0
c713f4f8-c545-4b26-aa5d-89ac6cc98c79,3754245,11,17,Sunderland,Billy Jones,Shot,0.21564297,Saved,Open Play,Head,Diving Header,From Corner,116.1,45.7,118.9,40.7,2.1,0
c3b2a35a-9173-42ad-a9a9-612fe86a336c,3754245,19,37,Sunderland,Yann Gérard M''Vila,Shot,0.01078354,Blocked,Open Play,Right Foot,Half Volley,From Free Kick,101.0,59.5,102.7,56.7,,0
9db4c8b0-c2a7-4005-903c-cfb9d3160207,3754245,21,5,West Bromwich Albion,Stéphane Sessègnon,Shot,0.051626783,Off T,Open Play,Left Foot,Normal,Regular Play,102.7,50.5,120.0,34.1,2.0,0
e4dbeb72-82d7-4661-b6ee-0c53ab0710ac,3754245,23,30,West Bromwich Albion,James McClean,Shot,0.030730423,Off T,Open Play,Left Foot,Normal,From Throw In,113.5,25.7,120.0,34.4,0.0,0
aea068d9-2c90-4411-b65e-880698d32c34,3754245,30,14,Sunderland,Jordi Gómez García-Penche,Shot,0.013545745,Blocked,Open Play,Left Foot,Normal,From Free Kick,85.2,45.0,102.5,46.1,,0
65ec9af8-2abd-4b6d-b950-e2618054fb65,3754245,36,22,West Bromwich Albion,Craig Dawson,Shot,0.0066569573,Off T,Open Play,Right Foot,Normal,Regular Play,91.3,58.2,120.0,41.8,7.1,0
2f1d12cd-d897-41e1-844b-fe0dc220a835,3754245,42,49,West Bromwich Albion,José Salomón Rondón Giménez,Shot,0.11166397,Saved,Open Play,Head,Normal,From Throw In,114.0,34.7,117.3,39.0,1.5,0
ebafcf48-cd3e-4084-8676-545f6690ee02,3754245,47,27,West Bromwich Albion,Claudio Ariel Yacob,Shot,0.021192232,Blocked,Open Play,Right Foot,Half Volley,From Free Kick,91.4,39.6,92.2,39.6,,0
3b2a5d37-0cc0-4f35-86f2-005e50c7af03,3754245,47,34,West Bromwich Albion,José Salomón Rondón Giménez,Shot,0.07337637,Blocked,Open Play,Head,Normal,From Free Kick,111.7,43.9,112.6,43.8,,0
eb0ada95-00a2-4295-aa18-30c1c3f793b4,3754245,53,27,West Bromwich Albion,Saido Berahino,Shot,0.95403117,Goal,Open Play,Right Foot,Normal,Regular Play,118.7,37.5,120.0,37.2,0.0,1
421a13d2-e5c2-4c22-8992-d342712291f7,3754245,60,57,West Bromwich Albion,José Salomón Rondón Giménez,Shot,0.21491446,Blocked,Open Play,Left Foot,Half Volley,From Free Kick,111.3,37.9,112.0,37.9,,0
7e52d7ad-af7d-40d8-9314-fa916c8f6cab,3754245,72,50,West Bromwich Albion,Saido Berahino,Shot,0.012261829,Saved Off Target,Open Play,Head,Normal,Regular Play,118.4,29.8,120.0,34.6,2.4,0
2ab56854-a17b-4aad-9ad5-1a7aa8395099,3754245,73,13,Sunderland,Jermain Defoe,Shot,0.014408334,Blocked,Open Play,Right Foot,Normal,Regular Play,112.0,56.9,112.7,55.1,,0
5b1989f8-b85e-4d4c-bf7d-8e886dc5b600,3754245,75,47,Sunderland,Jermain Defoe,Shot,0.02383459,Blocked,Open Play,Right Foot,Normal,From Corner,98.4,34.8,99.4,35.1,,0
4b13ca23-24d4-491b-89b6-df16309341ad,3754245,77,9,Sunderland,Yann Gérard M''Vila,Shot,0.024776584,Saved,Open Play,Right Foot,Normal,Regular Play,88.3,34.3,116.9,38.5,0.9,0
17adfb3d-a9d8-414c-bdfe-ee097c14ad96,3754245,86,33,Sunderland,Danny Graham,Shot,0.06778413,Off T,Open Play,Head,Normal,From Throw In,108.1,37.6,120.0,27.5,2.4,0
2021a592-5d07-44cf-aff1-8fc5a28edd12,3754136,20,53,Aston Villa,Idrissa Gana Gueye,Shot,0.019967088,Off T,Open Play,Right Foot,Normal,From Throw In,89.0,37.1,120.0,48.1,5.3,0
92561fec-29ca-4e43-a0b0-f0510c174a3b,3754136,29,19,Newcastle United,Papiss Demba Cissé,Shot,0.0841084,Saved,Open Play,Head,Normal,From Throw In,111.3,36.0,118.2,39.2,1.1,0
908cda03-2a44-4813-b259-988ecc5bdaab,3754136,36,33,Newcastle United,Aleksandar Mitrović,Shot,0.024666738,Saved,Open Play,Head,Normal,From Free Kick,105.0,40.7,120.0,38.9,2.4,0
58b8f80c-6544-486c-8329-fdb52321a7ba,3754136,37,7,Newcastle United,Fabricio Coloccini,Shot,0.15036368,Goal,Open Play,Right Foot,Half Volley,From Corner,109.6,47.1,120.0,42.2,0.7,1
b555b3d6-be40-4599-9945-de181b11b03e,3754136,38,30,Aston Villa,Ashley Westwood,Shot,0.04343671,Saved,Open Play,Left Foot,Normal,From Kick Off,112.0,52.6,117.6,44.7,0.2,0
ea66f071-2b92-4fe8-bc7d-847f27cc756a,3754136,45,5,Aston Villa,Leandro Bacuna,Shot,0.010047587,Saved,Free Kick,Right Foot,Normal,From Free Kick,96.4,19.7,118.2,39.5,1.6,0
7b3c710d-1661-4509-b998-515704dd7b8c,3754136,45,38,Aston Villa,Jordan Veretout,Shot,0.023792285,Saved,Open Play,Left Foot,Normal,From Throw In,94.8,49.6,117.9,38.8,1.3,0
65918a41-a5fe-4230-a959-85aff12c8925,3754136,45,56,Newcastle United,Moussa Sissoko,Shot,0.2171973,Wayward,Open Play,Left Foot,Half Volley,Regular Play,110.0,30.5,120.0,26.0,,0
28cd9035-b4d3-4778-b07e-f4121b2b1fc4,3754136,51,9,Aston Villa,Jordan Ayew,Shot,0.053313516,Off T,Open Play,Right Foot,Volley,From Free Kick,102.7,41.5,120.0,40.4,5.9,0
6c87fe49-cbf9-4fe7-99e2-1f817c49e860,3754136,56,14,Newcastle United,Siem Stefan de Jong,Shot,0.13185254,Off T,Open Play,Head,Normal,Regular Play,115.5,45.7,120.0,45.6,2.2,0
21dc66fe-a1cb-407b-a0f5-53eeb7de2536,3754136,59,27,Aston Villa,Rudy Gestede,Shot,0.092802145,Saved,Open Play,Head,Normal,From Free Kick,109.0,38.0,119.1,39.2,2.2,0
fd7a29a2-13b1-4088-bc25-d26d298bd2fc,3754136,60,37,Aston Villa,Jordan Ayew,Shot,0.037364755,Goal,Open Play,Right Foot,Normal,From Corner,102.1,24.9,120.0,43.2,1.7,1
c91acd75-6566-4d39-a142-0b2b6d69f137,3754136,64,23,Aston Villa,Carlos Alberto Sánchez Moreno,Shot,0.019906523,Saved,Open Play,Right Foot,Half Volley,Regular Play,93.6,43.2,117.1,40.3,1.3,0
4cb5eecd-4909-4a78-83b3-d3697adf86b3,3754136,73,15,Newcastle United,Georginio Wijnaldum,Shot,0.19924778,Saved,Open Play,Right Foot,Normal,From Throw In,111.0,43.6,118.6,41.4,0.2,0
cd6d87b2-8075-4314-926a-a3d2419785b6,3754136,82,56,Newcastle United,Aleksandar Mitrović,Shot,0.06621966,Off T,Open Play,Head,Normal,From Corner,111.2,37.4,120.0,46.4,3.6,0
c1b62a78-92db-4906-87f9-2f93efc2c148,3754136,87,36,Aston Villa,Rudy Gestede,Shot,0.07241161,Saved,Open Play,Head,Normal,From Corner,112.8,35.1,119.4,40.0,2.2,0
d4b4e702-c486-436d-9cb5-d5e4a1032b17,3754136,90,2,Newcastle United,Ayoze Pérez Gutiérrez,Shot,0.21160483,Off T,Open Play,Right Foot,Normal,Regular Play,107.6,44.7,120.0,41.1,4.2,0
142ee16a-1922-434d-8c5d-4d44dcc283b6,3754136,92,23,Aston Villa,Carlos Alberto Sánchez Moreno,Shot,0.007185629,Off T,Open Play,Right Foot,Normal,From Throw In,91.0,22.7,120.0,39.8,5.8,0
c2efcf8a-a8cb-4fdb-ae09-b1e9e2fbe8c2,3754037,6,42,Everton,Tom Cleverley,Shot,0.08304733,Goal,Open Play,Left Foot,Normal,From Throw In,102.5,30.9,120.0,41.5,0.2,1
9a693352-6c74-42f8-a3f0-407b047cb3c5,3754037,8,32,AFC Bournemouth,Marc Pugh,Shot,0.47353765,Goal,Open Play,Right Foot,Half Volley,From Kick Off,112.5,35.9,120.0,41.7,0.2,1
370be3a1-a05a-4a5c-a699-8849d41ac04e,3754037,17,32,Everton,Ross Barkley,Shot,0.04003388,Blocked,Open Play,Left Foot,Normal,Regular Play,111.4,27.8,112.1,28.5,,0
a6792a4e-d093-4e0a-9b16-b5d0fa8299ed,3754037,19,8,AFC Bournemouth,Matt Ritchie,Shot,0.04605863,Blocked,Open Play,Left Foot,Normal,Regular Play,95.0,42.9,100.2,41.7,,0
6fa0bdd7-5aa5-46fb-8203-dc094d9cb935,3754037,25,54,Everton,Tom Cleverley,Shot,0.051963665,Off T,Open Play,Right Foot,Normal,From Throw In,96.9,34.6,120.0,47.5,5.8,0
15c39df2-fb47-4d2b-b671-20c8bb40d02f,3754037,26,49,AFC Bournemouth,Matt Ritchie,Shot,0.036685802,Blocked,Open Play,Left Foot,Normal,From Goal Kick,94.7,42.3,96.5,42.2,,0
2f14d919-3592-4106-8892-ef9496401ec6,3754037,27,25,AFC Bournemouth,Matt Ritchie,Shot,0.04182428,Blocked,Open Play,Left Foot,Normal,Regular Play,95.7,32.4,96.9,32.7,,0
c7ef76ca-bd00-43c0-bb7c-0218196e04d2,3754037,28,4,AFC Bournemouth,Steve Cook,Shot,0.06185592,Off T,Open Play,Head,Normal,From Corner,111.8,46.0,120.0,45.7,0.9,0
6e97a92d-6e58-4215-8593-eb82f908f92f,3754037,35,4,Everton,Ross Barkley,Shot,0.060505845,Off T,Open Play,Right Foot,Normal,From Counter,104.1,43.8,120.0,42.3,4.9,0
32c48c6f-5da2-44c5-8326-41bfd865393e,3754037,35,31,Everton,Ross Barkley,Shot,0.24627207,Saved,Open Play,Right Foot,Normal,From Counter,105.1,34.4,106.5,34.6,0.2,0
1922d79e-fd57-4b82-bb6f-d2229d916ddb,3754037,42,51,Everton,El-Hadji Baye Oumar Niasse,Shot,0.040344775,Off T,Open Play,Right Foot,Backheel,From Corner,110.1,35.2,120.0,49.3,1.0,0
4fd2f46d-7e19-47d7-aef1-57d16043b138,3754037,47,6,AFC Bournemouth,Joshua King,Shot,0.011202154,Off T,Open Play,Right Foot,Half Volley,From Throw In,112.3,57.5,120.0,56.3,1.1,0
0ded9876-3b8e-467e-b10c-ad6cb61414cd,3754037,53,16,Everton,Ross Barkley,Shot,0.02168948,Blocked,Open Play,Right Foot,Normal,From Corner,97.7,24.4,109.2,38.2,,0
b29ce190-c436-4f71-bf17-08582aeee7c1,3754037,58,29,AFC Bournemouth,Joshua King,Shot,0.04073945,Off T,Open Play,Right Foot,Normal,From Throw In,95.5,46.4,120.0,35.0,0.4,0
620549e4-030f-4c1e-b78f-cb5f5eb8dfd1,3754037,59,22,AFC Bournemouth,Callum Wilson,Shot,0.07997005,Off T,Open Play,Right Foot,Normal,Regular Play,112.2,50.2,120.0,45.5,2.6,0
fc9a85f1-cae3-4aba-9a4c-67c61c24d1be,3754037,62,29,AFC Bournemouth,Matt Ritchie,Shot,0.070975944,Saved,Free Kick,Left Foot,Normal,From Free Kick,97.6,47.8,118.5,42.5,1.4,0
da32d63e-dd67-4ba7-a01d-61b2fdcc379e,3754037,63,2,Everton,Leighton Baines,Shot,0.1705538,Goal,Open Play,Left Foot,Normal,From Keeper,112.6,29.6,120.0,37.2,2.0,1
b5b5d56d-8a15-401e-b1f8-c3f58f5bf9b5,3754037,64,33,Everton,Aaron Lennon,Shot,0.044369604,Saved,Open Play,Right Foot,Normal,From Throw In,95.5,41.1,115.0,39.6,0.2,0
d8a2990c-c54c-4f21-b0d2-27a20079856d,3754037,65,17,Everton,Tony Hibbert,Shot,0.060018376,Saved,Open Play,Right Foot,Normal,Regular Play,109.2,55.0,117.8,43.4,0.6,0
467c20db-36df-4e75-a83c-00cee48403c3,3754037,69,48,AFC Bournemouth,Benik Afobe,Shot,0.15700018,Blocked,Open Play,Left Foot,Normal,From Free Kick,107.7,35.3,111.5,37.0,,0
78ac1073-8d5a-449d-8673-5527439c13cf,3754037,69,53,AFC Bournemouth,Junior Stanislas,Shot,0.050232697,Blocked,Open Play,Right Foot,Normal,From Free Kick,105.7,27.5,109.4,30.7,,0
24897a47-cddb-4a53-b5fe-e2f3bd3daaf2,3754037,70,22,AFC Bournemouth,Matt Ritchie,Shot,0.0553231,Blocked,Open Play,Left Foot,Normal,From Free Kick,99.6,38.9,101.9,38.7,,0
f1a7b8d6-a553-4654-8c26-186c8ede71a4,3754037,70,41,Everton,Tom Cleverley,Shot,0.07187948,Wayward,Open Play,Right Foot,Normal,Regular Play,99.2,37.6,107.3,55.4,,0
3323a935-b1f6-4777-8bc9-dace0903af80,3754037,76,1,AFC Bournemouth,Junior Stanislas,Shot,0.027857203,Off T,Open Play,Right Foot,Normal,Regular Play,104.0,22.2,120.0,46.1,7.2,0
514b63c8-84d6-4fe7-83e0-6de7d290c7e4,3754037,77,38,AFC Bournemouth,Benik Afobe,Shot,0.18745849,Off T,Open Play,Head,Normal,Regular Play,113.1,41.1,120.0,40.3,3.8,0
3c864dfb-8bb3-4302-a215-a4dd99f9e45e,3754037,81,42,AFC Bournemouth,Junior Stanislas,Shot,0.061142743,Blocked,Open Play,Right Foot,Normal,Regular Play,100.5,30.1,101.3,30.4,,0
384ba78c-24cc-4bd9-b44a-5d2d57d49f91,3754037,88,9,AFC Bournemouth,Matt Ritchie,Shot,0.02780257,Off T,Open Play,Left Foot,Normal,Regular Play,98.6,53.4,120.0,44.9,0.2,0
59a4a32a-1416-4ee3-a317-4e8955e39d0d,3754039,12,27,Crystal Palace,Yohan Cabaye,Shot,0.010173273,Off T,Open Play,Right Foot,Half Volley,From Throw In,84.9,33.9,120.0,49.7,1.9,0
f6ba8665-c823-437b-b821-573111571903,3754039,15,11,Watford,Troy Deeney,Shot,0.7835,Goal,Penalty,Right Foot,Normal,Other,107.4,40.1,120.0,37.9,0.2,1
77f7e2ae-de85-4b4a-aeb7-7161d3a28fed,3754039,19,39,Crystal Palace,Yohan Cabaye,Shot,0.025012022,Saved,Open Play,Left Foot,Half Volley,From Free Kick,93.9,41.6,115.6,38.4,0.4,0
945b9bc9-50a9-46c8-ba71-e11ba97c040b,3754039,21,4,Crystal Palace,Connor Wickham,Shot,0.029273072,Blocked,Open Play,Left Foot,Normal,From Corner,97.6,50.3,99.4,49.2,,0
97aeb6d1-7f34-46ae-a4dd-dea6e88950bc,3754039,21,53,Crystal Palace,Pape N''Diaye Souaré,Shot,0.021157173,Blocked,Open Play,Left Foot,Half Volley,From Corner,94.6,31.0,99.8,32.2,,0
e66eaa0b-c03b-47b3-af73-20d7c20ce36e,3754039,22,46,Crystal Palace,Yohan Cabaye,Shot,0.009524559,Off T,Free Kick,Right Foot,Normal,From Free Kick,86.7,53.8,119.9,40.3,5.5,0
11f001cb-35cb-4099-8613-4b23bdee45b3,3754039,28,34,Watford,Troy Deeney,Shot,0.022187093,Off T,Open Play,Right Foot,Normal,From Throw In,89.1,42.0,120.0,51.8,6.1,0
ea9fd2bd-8ca7-44ae-9af5-5635dcb81bfe,3754039,35,46,Watford,Odion Jude Ighalo,Shot,0.0711544,Saved,Open Play,Left Foot,Normal,From Counter,115.0,28.0,118.8,35.7,0.0,0
8ffcaed2-3193-47e6-851e-bfdcb041b784,3754039,41,0,Watford,Odion Jude Ighalo,Shot,0.2364075,Off T,Open Play,Right Foot,Volley,From Free Kick,111.9,42.3,120.0,42.2,5.8,0
47f5e815-0607-4b58-8940-b690442bd7be,3754039,44,54,Crystal Palace,Emmanuel Adebayor,Shot,0.09807823,Goal,Open Play,Head,Normal,From Throw In,112.6,37.5,120.0,42.7,1.9,1
1f0178b2-9be8-42f9-ac18-f181af9e43c1,3754039,57,9,Crystal Palace,Emmanuel Adebayor,Shot,0.6640972,Saved,Open Play,Right Foot,Normal,From Throw In,114.8,40.9,118.9,37.6,0.2,0
89cf5919-fb3a-475d-bf39-844b4f9a4e89,3754039,58,20,Crystal Palace,Jordon Mutch,Shot,0.008852186,Saved,Open Play,Right Foot,Normal,From Throw In,92.8,58.0,116.6,43.6,1.6,0
2e054455-b4b3-46fb-8600-e0bf56fa168e,3754039,61,4,Watford,Troy Deeney,Shot,0.044144683,Blocked,Open Play,Right Foot,Normal,Regular Play,98.2,37.7,100.3,38.0,,0
8b210d60-4a7b-4950-8071-bdef45bdabcc,3754039,63,47,Watford,Nathan Aké,Shot,0.080989026,Off T,Open Play,Left Foot,Volley,From Free Kick,115.2,30.1,120.0,31.8,0.2,0
54965736-2e1f-4c5a-adc5-e1e4030d4eef,3754039,74,32,Watford,Nathan Aké,Shot,0.117855705,Saved,Open Play,Left Foot,Normal,Regular Play,105.3,30.5,117.3,37.5,0.0,0
55362362-aa68-46b8-bce6-5d11c789adde,3754039,74,56,Watford,Troy Deeney,Shot,0.037988596,Blocked,Open Play,Right Foot,Half Volley,From Throw In,96.5,41.8,99.3,41.9,,0
f9b522e0-3048-4a49-baa2-0a2375830381,3754039,75,16,Watford,Mario Suárez Mata,Shot,0.028959522,Blocked,Open Play,Left Foot,Normal,From Throw In,92.3,40.2,100.1,39.9,,0
2e2106fc-4c9a-4b3f-8efb-09f4c283634e,3754039,77,48,Crystal Palace,Chung-Yong Lee,Shot,0.007500792,Saved,Free Kick,Right Foot,Normal,From Free Kick,105.5,68.2,119.1,45.1,0.4,0
4b6f9de1-8f11-4f9e-9ec5-29ae0e8e84e4,3754039,78,4,Crystal Palace,Damien Delaney,Shot,0.045392744,Off T,Open Play,Head,Normal,From Corner,111.4,46.3,120.0,46.3,5.5,0
d7d73bc8-a99d-4770-84d1-997fbbdd44bb,3754039,81,42,Watford,Troy Deeney,Shot,0.23600088,Goal,Open Play,Right Foot,Half Volley,From Throw In,110.8,34.4,120.0,43.0,0.0,1
f1ce0367-8228-4b8b-8f1b-1a217799fda2,3754039,87,24,Crystal Palace,Pape N''Diaye Souaré,Shot,0.015154537,Blocked,Open Play,Left Foot,Normal,Regular Play,92.7,24.3,105.6,32.9,,0
bb3cd50f-278b-4c92-9753-04ea36851435,3754039,89,56,Crystal Palace,Yohan Cabaye,Shot,0.025108235,Post,Open Play,Left Foot,Volley,From Corner,96.7,34.9,120.0,35.9,0.5,0
fb256723-311e-4e44-8960-694b35eebc6e,3754039,90,1,Crystal Palace,Wilfried Zaha,Shot,0.015308936,Off T,Open Play,Right Foot,Normal,From Corner,111.4,23.5,120.0,43.4,5.7,0
376873b1-f078-40c0-a149-841982187a8e,3754039,92,0,Watford,Almen Abdi,Shot,0.044581,Blocked,Open Play,Right Foot,Normal,Regular Play,94.9,33.6,100.8,35.9,,0
4d21cbcc-aa9f-4b2b-9511-9d7619001a6b,3754039,92,25,Crystal Palace,Damien Delaney,Shot,0.06282994,Off T,Open Play,Head,Normal,Regular Play,103.5,41.1,120.0,49.1,0.9,0
6071897b-7c23-46a4-ab7e-8d828c93d532,3754039,96,26,Crystal Palace,Joel Ward,Shot,0.104912326,Off T,Open Play,Head,Normal,From Throw In,111.0,36.7,120.0,40.1,3.4,0
582e4334-6a74-4633-bfa3-a43bf56953c9,3754041,4,30,Arsenal,Olivier Giroud,Shot,0.07424382,Goal,Open Play,Head,Normal,From Corner,110.3,36.8,120.0,37.4,0.5,1
c820a676-207c-421d-95b2-d32071ab28e7,3754041,5,43,Arsenal,Olivier Giroud,Shot,0.028207658,Blocked,Open Play,Left Foot,Normal,Regular Play,99.3,51.7,101.8,50.7,,0
6c49f593-20b2-40f7-9abf-60d2d96e1854,3754041,12,42,Arsenal,Gabriel Armando de Abreu,Shot,0.18901204,Saved,Open Play,Head,Normal,From Free Kick,113.4,41.4,118.3,40.4,1.2,0
1858a076-9e22-498a-8350-cb54be2b2be8,3754041,15,21,Aston Villa,Ashley Westwood,Shot,0.03132043,Saved,Open Play,Right Foot,Normal,Regular Play,91.6,42.4,116.2,42.6,0.9,0
c783c9dc-85c8-456f-a6df-2489c4dafb87,3754041,21,29,Arsenal,Alexis Alejandro Sánchez Sánchez,Shot,0.13698411,Blocked,Open Play,Right Foot,Normal,Regular Play,106.6,34.8,109.5,34.4,,0
6de1099a-2bd6-424c-aaaf-0df760271f30,3754041,31,36,Arsenal,Alexis Alejandro Sánchez Sánchez,Shot,0.033643987,Off T,Open Play,Right Foot,Normal,Regular Play,104.8,24.7,120.0,44.9,1.1,0
67f87b9e-d318-4e2e-bca8-c73038b585cd,3754041,32,29,Arsenal,Jack Wilshere,Shot,0.3143006,Off T,Open Play,Right Foot,Half Volley,Regular Play,114.9,44.7,120.0,44.8,1.2,0
cc7267de-5941-4910-a076-58ca53143c4e,3754041,34,42,Arsenal,Alexis Alejandro Sánchez Sánchez,Shot,0.3390156,Saved Off Target,Open Play,Left Foot,Volley,Regular Play,113.7,36.4,116.9,35.8,1.6,0
4cb8f367-91b5-428e-b4ce-5141408c6a28,3754041,37,16,Aston Villa,Scott Sinclair,Shot,0.0873601,Wayward,Open Play,Left Foot,Normal,From Keeper,110.2,29.4,119.5,45.3,,0
f0d5439f-1cc4-44f8-9826-26a2c04f5f1f,3754041,38,26,Aston Villa,Carlos Alberto Sánchez Moreno,Shot,0.021775935,Blocked,Open Play,Right Foot,Normal,Regular Play,90.2,38.7,94.6,39.1,,0
246a7c6b-357c-49a0-b395-e2b0546dac9a,3754041,54,31,Aston Villa,Kevin Toner,Shot,0.057736423,Wayward,Open Play,Head,Normal,From Free Kick,108.9,45.9,113.8,49.3,,0
